customer_id,first_name,last_name,date_of_birth,gender,country,city,employment_status,employment_length_years,annual_income,monthly_income,created_at
CUST0000032,Diego,Lopez,1990-08-24,Female,France,Marseille,Self-employed,9.5,30550.35,2545.86,2021-06-17
CUST0000033,Laura,Muller,1991-08-24,Male,Netherlands,Rotterdam,,17.0,52110.18,4342.52,2021-07-13
CUST0000034,Julia,Andersson,1995-08-24,Female,Poland,Warsaw,Employed,12.7,83145.52,6928.79,2023-12-06
CUST0000035,Sofia,Muller,1975-08-24,Female,France,Marseille,Employed,4.5,59919.73,4993.31,2021-05-31
CUST0000036,Marco,Jansen,1968-08-23,Male,Italy,Milan,Employed,4.9,,4735.47,2019-03-10
CUST0000037,Maria,Smith,1986-08-24,Male,Germany,Berlin,Retired,2.6,24084.61,2007.05,2026-08-23
CUST0000038,Julia,Smith,1996-08-23,Female,Poland,Poznan,Employed,10.5,45329.66,3777.47,2023-05-15
CUST0000039,Sofia,Andersson,1996-08-23,Male,Italy,Milan,Employed,2.8,,4533.66,2024-02-15
CUST0000040,Sofia,Fischer,1975-08-24,Male,Germany,Hamburg,Retired,4.3,33210.05,2767.5,2025-03-08
CUST0000041,Anna,Rossi,1974-08-24,Female,France,Marseille,Employed,17.0,92684.65,7723.72,2023-11-08
CUST0000042,Nina,Fischer,1976-08-23,Male,Netherlands,Rotterdam,Unemployed,0.1,2936.34,244.7,2023-09-01
CUST0000043,Felix,Muller,1993-08-23,Female,Poland,Wroclaw,Employed,3.7,48655.38,4054.62,2025-01-20
CUST0000044,Lucas,Rossi,1981-08-23,Male,Poland,Poznan,Employed,3.6,62156.87,5179.74,2021-04-05
CUST0000045,Julia,Rossi,1982-08-24,Female,Poland,Warsaw,Employed,0.4,49139.55,4094.96,2025-05-02
CUST0000046,Elena,Lopez,1981-08-23,Female,Germany,Berlin,Self-employed,4.2,43387.62,3615.64,2024-07-15
CUST0000047,Julia,Nowak,1972-08-23,Male,Poland,Gdansk,Unemployed,0.3,6051.04,504.25,2020-05-23
CUST0000048,Tomasz,Dubois,1981-08-23,Male,United Kingdom,London,Retired,10.2,15045.03,1253.75,2020-02-12
CUST0000049,Emma,Dubois,1974-08-24,Male,Poland,Wroclaw,Student,0.1,13053.01,1087.75,2025-09-22
CUST0000050,Julia,Fischer,1983-08-24,Male,United Kingdom,London,Self-employed,0.5,68518.64,5709.89,2025-11-04
CUST0000051,Julia,Smith,1980-08-23,Male,Poland,Krakow,Unemployed,1.1,2176.71,181.39,2026-08-07
CUST0000052,Hugo,Lopez,1975-08-24,Male,Germany,Hamburg,Employed,2.9,52045.7,4337.14,2019-10-09
CUST0000053,Tomasz,Novak,2004-08-23,Male,Poland,Gdansk,Retired,2.1,19039.62,1586.64,2025-11-06
CUST0000054,Julia,Andersson,1988-08-23,Female,United Kingdom,Manchester,Self-employed,9.1,87671.15,7305.93,2025-08-08
CUST0000055,Jan,Novak,1991-08-24,Female,Germany,Berlin,Retired,6.7,31291.07,2607.59,2024-11-13
CUST0000056,Elena,Muller,1993-08-23,Female,Germany,Berlin,Employed,15.0,113840.17,9486.68,2022-10-22
CUST0000057,Elena,Smith,1988-08-23,Male,Italy,Rome,employed,4.0,82694.11,6891.18,2022-11-21
CUST0000058,Maria,Silva,1963-08-24,Female,France,Marseille,Self-employed,4.8,108198.86,9016.57,2022-04-12
CUST0000059,Sofia,Muller,1996-08-23,Female,Poland,Krakow,Employed,12.0,55583.11,4631.93,2019-03-23
CUST0000060,Felix,Nowak,1970-08-24,Male,Italy,Milan,Employed,2.8,,4499.56,2022-10-30
CUST0000061,Marco,Nowak,2008-08-23,Female,Poland,Warsaw,Student,0.7,8243.79,686.98,2020-10-24
CUST0000062,Nina,Fischer,1989-08-23,Female,Poland,Wroclaw,Employed,12.1,40070.35,3339.2,2020-07-13
CUST0000063,Nina,Andersson,1982-08-24,Male,Germany,Frankfurt,Employed,1.7,45395.37,3782.95,2019-06-06
CUST0000064,Diego,Garcia,1976-08-23,Male,Poland,Wroclaw,Employed,7.9,58979.08,4914.92,2022-07-02
CUST0000065,Anna,Novak,1974-08-24,Female,Poland,Poznan,Employed,6.5,,6089.26,2019-05-14
CUST0000066,Lucas,Andersson,1973-08-23,Female,Spain,Madrid,Self-employed,10.3,65576.6,,2025-07-01
CUST0000067,Tomasz,Fischer,1989-08-23,Female,Poland,Warsaw,Retired,7.6,26203.88,2183.66,2025-10-20
CUST0000068,Diego,Moreau,1990-08-24,Male,Spain,Valencia,Student,1.4,8011.71,667.64,2025-02-15
CUST0000069,Piotr,Moreau,1972-08-23,Male,Netherlands,Amsterdam,Self-employed,0.5,89545.18,7462.1,2021-04-20
CUST0000070,Sofia,Muller,1987-08-24,Female,France,Lyon,Self-employed,2.2,29847.58,2487.3,2020-03-31
CUST0000071,Maria,Novak,2002-08-24,Male,United Kingdom,London,Employed,6.0,69695.98,5808.0,2022-11-10
CUST0000072,Nina,Dubois,2000-08-23,Female,United Kingdom,London,Retired,2.2,40266.15,3355.51,2024-02-24
CUST0000073,Felix,Dubois,1997-08-23,Female,Netherlands,Rotterdam,Employed,11.0,33437.31,2786.44,2019-02-27
CUST0000074,Maria,Andersson,1977-08-23,Non-binary,Poland,Gdansk,Employed,13.2,81901.7,6825.14,2025-07-21
CUST0000075,Piotr,Silva,1982-08-24,Female,Poland,Warsaw,Student,1.5,9999.63,833.3,2022-05-09
CUST0000076,Sofia,Dubois,1974-08-24,Female,France,Marseille,Retired,5.9,15508.69,1292.39,2025-04-08
CUST0000077,Elena,Lopez,1990-08-24,Female,France,Lyon,Employed,3.9,48046.76,4003.9,2019-08-06
CUST0000078,Lucas,Muller,1982-08-24,Male,Poland,Poznan,Self-employed,7.6,87941.01,7328.42,2022-04-03
CUST0000079,Sofia,Nowak,1975-08-24,Male,France,Paris,Employed,9.6,34755.29,2896.27,2022-07-04
CUST0000080,Marco,Kowalski,1988-08-23,Non-binary,Poland,Gdansk,Employed,1.9,85738.7,7144.89,2019-05-15
CUST0000081,Tomasz,Fischer,1978-08-24,Female,Netherlands,Amsterdam,Employed,9.0,96733.12,8061.09,2024-05-29
CUST0000082,Emma,Dubois,1993-08-23,Female,Poland,Gdansk,Employed,9.3,58609.74,4884.14,2026-02-13
CUST0000083,Maria,Smith,1989-08-23,Male,Poland,Poznan,Employed,3.4,66841.83,5570.15,2023-02-18
CUST0000084,Diego,Andersson,1989-08-23,Female,Poland,,Employed,16.3,77056.01,6421.33,2022-01-10
CUST0000085,Emma,Smith,2001-08-23,Male,Poland,Warsaw,Employed,6.0,91441.02,7620.08,2023-11-12
CUST0000086,Sofia,Silva,1977-08-23,Male,Poland,Poznan,Employed,12.2,73120.05,6093.34,2021-10-05
CUST0000087,Hugo,Kowalski,1991-08-24,Female,Poland,Warsaw,Retired,1.4,55435.18,4619.6,2021-10-01
CUST0000088,Hugo,Muller,1984-08-23,Male,Poland,Poznan,Self-employed,14.3,92609.6,7717.47,2024-10-22
CUST0000089,Maria,Lopez,1977-08-23,Female,Poland,Poznan,Retired,9.0,15270.67,1272.56,2023-07-09
CUST0000090,Jan,Smith,1978-08-24,Female,Germany,Munich,Employed,3.2,28362.58,2363.55,2021-01-07
CUST0000091,Anna,Muller,1975-08-24,Male,Germany,Berlin,Self-employed,8.9,131013.28,10917.77,2022-02-11
CUST0000092,Nina,Dubois,1985-08-23,Male,Poland,Krakow,Retired,17.8,13896.88,1158.07,2025-05-20
CUST0000093,Laura,Rossi,1990-08-24,Male,Poland,Krakow,Employed,4.2,116333.63,9694.47,2023-01-16
CUST0000094,Nina,Garcia,1985-08-23,Male,Poland,Warsaw,Employed,4.2,78250.78,6520.9,2019-08-01
CUST0000095,Laura,Rossi,2008-08-23,Non-binary,Poland,Krakow,Employed,0.0,38752.72,3229.39,2025-07-21
CUST0000096,Emma,Novak,2004-08-23,Non-binary,Poland,Poznan,Employed,4.0,32394.19,2699.52,2024-08-30
CUST0000097,Tomasz,Nowak,2003-08-24,Male,Spain,Madrid,Employed,5.0,62303.2,5191.93,2021-01-15
CUST0000098,Hugo,Rossi,1998-08-24,Female,Netherlands,Utrecht,Employed,9.3,46677.3,3889.78,2026-05-21
CUST0000099,Emma,Smith,1978-08-24,Male,Netherlands,Utrecht,Employed,5.7,58278.53,4856.54,2026-04-12
CUST0000100,Elena,Jansen,1997-08-23,Male,France,Marseille,Self-employed,8.3,16476.15,1373.01,2026-08-13
CUST0000101,Elena,Moreau,1989-08-23,Female,France,Lyon,Employed,19.0,78052.77,6504.4,2021-11-21
CUST0000102,Nina,Moreau,1966-08-24,Female,Poland,Krakow,Employed,10.5,41810.22,3484.18,2026-01-24
CUST0000103,Felix,Rossi,1989-08-23,Female,Spain,Valencia,Self-employed,6.2,26500.07,2208.34,2025-03-02
CUST0000104,Emma,Jansen,1974-08-24,Female,Spain,Madrid,Employed,5.6,31719.25,2643.27,2025-08-29
CUST0000105,Jan,Kowalski,1997-08-23,Male,Italy,Milan,Employed,7.9,60902.82,5075.23,2023-03-09
CUST0000106,Lucas,Silva,1987-08-24,Female,Italy,Milan,Employed,12.6,43200.4,3600.03,2021-02-17
CUST0000107,Hugo,Muller,1997-08-23,Male,Germany,Hamburg,Employed,3.7,52925.92,4410.49,2020-09-25
CUST0000108,Nina,Nowak,1989-08-23,Male,Spain,Barcelona,Employed,11.5,30443.07,2536.92,2026-05-23
CUST0000109,Emma,Andersson,1972-08-23,Male,Spain,Valencia,Employed,6.1,45809.71,3817.48,2022-11-04
CUST0000110,Sofia,Muller,2008-08-23,Female,Poland,Gdansk,Employed,0.0,64811.35,5400.95,2026-02-04
CUST0000111,Lucas,Smith,1978-08-24,Female,Netherlands,Rotterdam,Student,0.1,13970.56,1164.21,2023-03-30
CUST0000112,Nina,Nowak,1981-08-23,Male,Poland,Gdansk,Retired,10.7,26025.79,2168.82,2023-02-01
CUST0000113,Anna,Novak,1992-08-23,Male,Netherlands,Amsterdam,Employed,4.5,64696.66,5391.39,2019-07-24
CUST0000114,Marco,Novak,2004-08-23,Male,Spain,Valencia,Employed,4.0,35848.85,2987.4,2022-01-28
CUST0000115,Piotr,Silva,1983-08-24,Male,Poland,Warsaw,Employed,13.1,33235.95,2769.66,2023-04-03
CUST0000116,Nina,Fischer,2027-12-26,Female,United Kingdom,Birmingham,retired,10.8,17877.62,1489.8,2019-11-02
CUST0000117,Lucas,Smith,1981-08-23,Male,Poland,Krakow,Unemployed,1.3,5161.55,430.13,2020-03-28
CUST0000118,Jan,Muller,1984-08-23,Female,Spain,Valencia,Employed,6.6,51507.89,4292.32,2023-07-08
CUST0000119,Sofia,Muller,1962-08-24,Female,Spain,Madrid,Employed,9.2,66343.49,5528.62,2020-11-24
CUST0000120,Anna,Garcia,1987-08-24,Male,France,Lyon,Employed,8.7,61855.2,5154.6,2024-05-10
CUST0000121,Lucas,Muller,1998-08-24,Female,Italy,Turin,Retired,4.8,24813.13,2067.76,2022-07-09
CUST0000122,Felix,Rossi,1981-08-23,Female,Poland,Warsaw,Retired,10.9,25937.98,2161.5,2022-02-02
CUST0000123,Tomasz,Garcia,1981-08-23,Female,Poland,Krakow,Employed,14.4,44284.06,3690.34,2019-11-24
CUST0000124,Diego,Silva,1965-08-23,Female,Germany,Berlin,Employed,1.5,55211.76,4600.98,2022-02-08
CUST0000125,Hugo,Muller,1972-08-23,Male,Poland,Krakow,Employed,1.4,91477.52,7623.13,2023-02-23
CUST0000126,Elena,Silva,1979-08-24,Female,Germany,Munich,Self-employed,8.9,83676.98,,2023-05-21
CUST0000127,Sofia,Rossi,1964-08-23,Male,Poland,Poznan,Retired,11.5,24987.79,2082.32,2021-01-24
CUST0000128,Felix,Andersson,2001-08-23,Male,Germany,Munich,Employed,4.2,54516.52,4543.04,2019-03-19
CUST0000129,Piotr,Jansen,1993-08-23,Female,Germany,Berlin,Employed,0.8,24367.42,2030.62,2026-02-23
CUST0000130,Lucas,Moreau,1997-08-23,Female,Italy,Rome,Employed,6.7,55778.93,4648.24,2026-04-29
CUST0000131,Laura,Smith,1989-08-23,Male,Poland,Gdansk,Employed,8.8,123224.03,10268.67,2025-11-30
CUST0000132,Sofia,Rossi,2003-08-24,Male,Italy,Turin,Unemployed,1.1,2820.87,235.07,2021-03-20
CUST0000133,Sofia,Silva,1975-08-24,Male,Germany,Berlin,Employed,13.3,31669.87,2639.16,2023-08-11
CUST0000134,Maria,Andersson,1987-08-24,Male,Poland,,Retired,8.4,19372.76,1614.4,2020-01-29
CUST0000135,Anna,Smith,2005-08-23,Female,France,Paris,Employed,3.0,50061.1,4171.76,2025-12-04
CUST0000136,Julia,Jansen,1998-08-24,Female,Germany,Frankfurt,Employed,4.2,45480.43,3790.04,2019-01-16
CUST0000137,Felix,Smith,1980-08-23,Male,Poland,Poznan,Employed,6.8,53370.58,4447.55,2022-08-07
CUST0000138,Piotr,Rossi,1972-08-23,Female,France,Marseille,Employed,5.1,54736.4,4561.37,2025-07-21
CUST0000139,Lucas,Rossi,1956-08-23,Male,Poland,Krakow,Employed,1.3,78484.84,6540.4,2024-07-19
CUST0000140,Elena,Moreau,1943-08-24,Male,Germany,Hamburg,Self-employed,7.9,8665.16,722.1,2025-08-07
CUST0000141,Nina,Andersson,1978-08-24,Male,France,Paris,Employed,4.3,51878.85,4323.24,2022-10-18
CUST0000142,Anna,Nowak,1998-08-24,Female,Germany,Hamburg,Employed,4.9,86098.1,7174.84,2019-09-24
CUST0000143,Julia,Lopez,2008-08-23,Female,Spain,Barcelona,Employed,0.0,45685.71,,2019-01-22
CUST0000144,Maria,Andersson,1980-08-23,Female,Poland,Krakow,Employed,18.1,48935.6,,2020-03-01
CUST0000145,Piotr,Kowalski,1995-08-24,Female,Netherlands,Utrecht,Retired,10.3,30800.08,2566.67,2019-06-10
CUST0000146,Piotr,Novak,1990-08-24,Male,Spain,Barcelona,Retired,18.0,25342.94,2111.91,2022-06-04
CUST0000147,Tomasz,Silva,1993-08-23,Female,Netherlands,Rotterdam,Employed,5.4,38196.22,3183.02,2019-05-22
CUST0000148,Piotr,Moreau,1986-08-24,Female,Spain,Madrid,Unemployed,1.4,14993.68,1249.47,2020-06-02
CUST0000149,Sofia,Smith,1969-08-23,Female,Poland,Warsaw,Self-employed,8.0,66915.29,5576.27,2022-03-17
CUST0000150,Piotr,Jansen,1982-08-24,Female,France,Marseille,Student,0.6,11043.63,920.3,2024-08-17
CUST0000151,Marco,Rossi,1986-08-24,Male,Poland,Krakow,Employed,5.3,23562.76,1963.56,2024-02-27
CUST0000152,Laura,Rossi,1998-08-24,Female,Spain,Madrid,Employed,10.0,59284.0,4940.33,2019-06-12
CUST0000153,Emma,Silva,2007-08-24,Non-binary,France,Marseille,Employed,1.0,,9572.79,2025-11-27
CUST0000154,Marco,Fischer,1991-08-24,Female,Poland,Krakow,Retired,13.4,40048.36,3337.36,2023-03-16
CUST0000155,Julia,Moreau,1985-08-23,Male,Netherlands,Rotterdam,Self-employed,7.6,96426.96,8035.58,2021-09-01
CUST0000156,Tomasz,Novak,1959-08-24,Female,Poland,Poznan,Employed,12.2,65285.68,5440.47,2021-12-05
CUST0000157,Anna,Silva,1982-08-24,Female,France,Lyon,FT,8.8,,5807.03,2025-06-27
CUST0000158,Elena,Jansen,1970-08-24,Male,United Kingdom,,Freelance,1.5,31403.12,2616.93,2022-07-22
CUST0000159,Elena,Rossi,1991-08-24,Male,Poland,Warsaw,Retired,6.6,24018.8,2001.57,2020-11-17
CUST0000160,Tomasz,Novak,2001-08-23,Male,France,Lyon,Employed,7.0,43180.39,3598.37,2022-04-01
CUST0000161,Tomasz,Rossi,1998-08-24,Female,Spain,Barcelona,,7.5,36574.81,3047.9,2019-07-11
CUST0000162,Hugo,Garcia,1994-08-24,Female,Poland,,Employed,6.8,46264.21,3855.35,2020-03-03
CUST0000163,Lucas,Moreau,1954-08-24,Male,France,Paris,Employed,7.5,78028.26,6502.36,2021-05-28
CUST0000164,Marco,Silva,1995-08-24,Female,Poland,Warsaw,Employed,1.2,112931.44,9410.95,2020-09-07
CUST0000165,Marco,Rossi,1972-08-23,Male,United Kingdom,Birmingham,Unemployed,1.0,19936.22,1661.35,2021-09-02
CUST0000166,Maria,Moreau,1997-08-23,Male,Poland,Poznan,Student,0.1,6422.58,535.22,2019-07-01
CUST0000167,Diego,Lopez,1971-08-24,Male,Netherlands,Utrecht,Employed,16.5,104465.85,8705.49,2023-08-31
CUST0000168,Marco,Rossi,1979-08-24,Male,Italy,Rome,Employed,5.1,70749.53,5895.79,2019-11-18
CUST0000169,Sofia,Jansen,1986-08-24,Male,Poland,Gdansk,Employed,9.3,53244.28,4437.02,2020-08-28
CUST0000170,Felix,Smith,1985-08-23,Female,Poland,Krakow,Employed,1.0,52943.92,4411.99,2026-06-24
CUST0000171,Julia,Andersson,1993-08-23,Female,France,Lyon,Employed,11.5,39000.81,3250.07,2019-01-17
CUST0000172,Tomasz,Lopez,1978-08-24,Male,United Kingdom,London,Employed,10.2,28791.99,2399.33,2021-02-20
CUST0000173,Piotr,Jansen,1990-08-24,Female,Germany,Frankfurt,Employed,9.7,32803.16,2733.6,2022-10-29
CUST0000174,Sofia,Fischer,2001-08-23,Female,Poland,Krakow,Employed,1.0,49504.69,4125.39,2021-05-07
CUST0000175,Hugo,Silva,2002-08-24,Female,Poland,Gdansk,Employed,3.5,43946.18,3662.18,2021-06-14
CUST0000176,Lucas,Moreau,1982-08-24,Male,Netherlands,Amsterdam,Unemployed,1.1,3389.53,282.46,2019-12-22
CUST0000177,Maria,Dubois,1962-08-24,Male,Germany,Frankfurt,Employed,14.3,29597.56,2466.46,2022-03-28
CUST0000178,Diego,Dubois,1982-08-24,Male,Italy,Milan,Employed,3.1,48718.28,4059.86,2024-10-10
CUST0000179,Emma,Dubois,1986-08-24,Female,Germany,Berlin,Retired,3.2,17671.02,1472.58,2023-07-01
CUST0000180,Laura,Lopez,1980-08-23,Female,Netherlands,Amsterdam,Employed,8.5,45560.46,3796.7,2026-01-25
CUST0000181,Marco,Silva,1966-08-24,Male,Poland,Poznan,Employed,28.5,35195.78,2932.98,2024-05-08
CUST0000182,Julia,Muller,1981-08-23,Female,Poland,Warsaw,Employed,4.0,42731.94,3561.0,2025-01-14
CUST0000183,Nina,Kowalski,1990-08-24,Male,Netherlands,Amsterdam,Employed,5.0,44044.08,3670.34,2022-04-20
CUST0000184,Elena,Jansen,1969-08-23,Male,Netherlands,Rotterdam,Employed,4.5,38715.12,3226.26,2023-09-08
CUST0000185,Piotr,Fischer,1978-08-24,Female,Poland,Krakow,Employed,6.1,75159.64,6263.3,2023-06-03
CUST0000186,Laura,Smith,1962-08-24,Female,Germany,Berlin,Employed,15.0,24822.35,2068.53,2025-03-21
CUST0000187,Elena,Jansen,1981-08-23,Female,Germany,Hamburg,Employed,6.4,22180.22,1848.35,2022-10-31
CUST0000188,Laura,Fischer,2001-08-23,Male,Germany,Hamburg,Employed,7.0,51430.93,4285.91,2022-02-03
CUST0000189,Maria,Jansen,2003-08-24,Male,Poland,Poznan,Employed,5.0,52476.46,4373.04,2019-07-15
CUST0000190,Piotr,Moreau,1961-08-23,Female,Italy,Turin,Employed,16.0,65982.62,5498.55,2025-07-28
CUST0000191,Piotr,Silva,1960-08-23,Male,Poland,Warsaw,Employed,5.3,,,2022-05-01
CUST0000192,Jan,Novak,1987-08-24,Female,United Kingdom,Manchester,Unemployed,0.4,6937.69,578.14,2025-02-08
CUST0000193,Nina,Novak,1989-08-23,Female,Poland,Krakow,Employed,6.4,34733.63,2894.47,2024-03-09
CUST0000194,Felix,Silva,1964-08-23,Male,Poland,Gdansk,Employed,9.8,52542.3,4378.53,2019-01-05
CUST0000195,Julia,Kowalski,1999-08-24,Female,United Kingdom,Manchester,Employed,3.6,41310.03,3442.5,2023-12-25
CUST0000196,Tomasz,Dubois,1997-08-23,Female,Poland,Warsaw,Employed,11.0,102208.11,8517.34,2022-09-24
CUST0000197,Nina,Nowak,1975-08-24,Male,United Kingdom,Birmingham,Retired,4.6,13906.11,1158.84,2020-10-31
CUST0000198,Emma,Jansen,1990-08-24,Female,Poland,Warsaw,Employed,2.7,43020.1,3585.01,2021-01-09
CUST0000199,Lucas,Muller,2028-08-19,Male,Netherlands,Amsterdam,Employed,24.0,56327.61,4693.97,2023-11-17
CUST0000200,Tomasz,Jansen,1986-08-24,Female,Spain,Valencia,Retired,3.4,23365.26,1947.1,2019-08-29
CUST0000201,Sofia,Rossi,1979-08-24,Female,Italy,,Self-employed,4.5,23394.25,1949.52,2023-08-21
CUST0000202,Anna,Kowalski,1964-08-23,Female,Poland,Poznan,Self-employed,11.0,35588.3,2965.69,2025-06-21
CUST0000203,Tomasz,Nowak,1983-08-24,Female,Poland,Wroclaw,Employed,5.2,142817.81,11901.48,2019-08-31
CUST0000204,Diego,Jansen,1975-08-24,Female,Germany,Frankfurt,Employed,2.8,45468.37,3789.03,2019-01-23
CUST0000205,Jan,Nowak,2031-04-23,Female,France,Lyon,Self-employed,0.0,32671.17,2722.6,2019-06-19
CUST0000206,Piotr,Fischer,1985-08-23,Male,Poland,Warsaw,Employed,22.0,72755.79,6062.98,2024-08-01
CUST0000207,Sofia,Novak,1996-08-23,Female,Poland,Warsaw,Employed,10.1,69329.45,5777.45,2025-06-25
CUST0000208,Nina,Andersson,2001-08-23,Female,Germany,Frankfurt,Unemployed,1.1,3576.83,,2026-07-23
CUST0000209,Julia,Muller,1996-08-23,Female,Poland,Warsaw,Employed,8.2,70612.06,5884.34,2019-03-22
CUST0000210,Julia,Fischer,1989-08-23,Female,Germany,Munich,Employed,9.2,59192.6,,2022-09-08
CUST0000211,Laura,Silva,1971-08-24,Female,Poland,Warsaw,Employed,4.9,54622.81,4551.9,2019-05-15
CUST0000212,Sofia,Dubois,2003-08-24,Male,Poland,Krakow,Employed,5.0,52569.26,4380.77,2021-11-02
CUST0000213,Hugo,Kowalski,1984-08-23,Female,United Kingdom,Manchester,Employed,0.9,38024.98,3168.75,2021-05-10
CUST0000214,Anna,Jansen,1991-08-24,Male,Germany,Berlin,Retired,13.0,17392.69,1449.39,2023-08-20
CUST0000215,Jan,Fischer,1989-08-23,Male,Poland,Wroclaw,Employed,4.8,57673.77,4806.15,2025-12-13
CUST0000216,Diego,Kowalski,1970-08-24,Female,France,Marseille,Employed,2.4,115232.15,9602.68,2025-02-25
CUST0000217,Laura,Kowalski,1976-08-23,Female,Spain,Madrid,Employed,7.8,86038.5,7169.88,2019-06-27
CUST0000218,Maria,Dubois,1965-08-23,Female,Germany,Berlin,Employed,5.8,57698.25,4808.19,2020-11-02
CUST0000219,Lucas,Jansen,1986-08-24,Male,France,Paris,Employed,12.7,77494.64,6457.89,2021-02-06
CUST0000220,Anna,Smith,1994-08-24,Female,Netherlands,Utrecht,Retired,6.5,15935.38,1327.95,2020-12-01
CUST0000221,Laura,Dubois,1987-08-24,Male,France,Lyon,Employed,4.1,34685.75,2890.48,2021-09-13
CUST0000222,Nina,Garcia,1981-08-23,Male,Italy,Milan,Employed,6.6,45864.86,3822.07,2023-08-23
CUST0000223,Sofia,Kowalski,1982-08-24,Male,Spain,Madrid,Student,0.2,8265.74,688.81,2024-08-27
CUST0000224,Marco,Kowalski,1999-08-24,Male,Poland,Poznan,Employed,9.0,,6491.99,2026-03-10
CUST0000225,Piotr,Nowak,1983-08-24,Non-binary,Germany,Berlin,Retired,10.1,31781.45,,2024-05-17
CUST0000226,Emma,Andersson,1981-08-23,Female,United Kingdom,Birmingham,Employed,13.4,101652.73,8471.06,2021-04-13
CUST0000227,Sofia,Fischer,1949-08-23,Female,Netherlands,Amsterdam,Employed,10.6,38404.98,3200.42,2020-05-29
CUST0000228,Piotr,Smith,1958-08-24,Female,Germany,Frankfurt,Retired,3.2,13294.73,1107.89,2021-11-18
CUST0000229,Emma,Nowak,1996-08-23,Male,Poland,Krakow,Employed,11.6,43721.71,3643.48,2025-02-11
