customer_id,first_name,last_name,date_of_birth,gender,country,city,employment_status,employment_length_years,annual_income,monthly_income,created_at
CUST0000017,Felix,Novak,1979-08-24,Female,United Kingdom,Birmingham,Retired,8.0,23993.09,1999.42,2026-04-03
CUST0000018,Emma,Andersson,1997-08-23,Male,Poland,Krakow,Employed,6.6,90359.68,7529.97,2022-02-14
CUST0000019,Anna,Novak,1972-08-23,Female,France,Paris,Unemployed,0.5,5933.23,494.44,2024-09-02
CUST0000020,Maria,Lopez,1985-08-23,Female,Poland,Warsaw,Employed,13.8,59624.52,4968.71,2023-10-07
CUST0000021,Jan,Kowalski,1987-08-24,Male,Spain,Barcelona,Employed,16.3,45950.6,3829.22,2025-11-06
CUST0000022,Emma,Silva,1994-08-24,Male,Poland,Warsaw,Employed,4.5,76026.56,6335.55,2024-06-12
CUST0000023,Marco,Kowalski,1967-08-24,Male,United Kingdom,Birmingham,Employed,2.9,57297.57,4774.8,2023-11-08
CUST0000024,Diego,Silva,1986-08-24,Female,Italy,Rome,Self-employed,4.4,52068.77,4339.06,2025-06-04
CUST0000025,Elena,Dubois,1990-08-24,Male,Poland,Poznan,Employed,9.1,91356.12,7613.01,2019-06-01
CUST0000026,Maria,Rossi,1989-08-23,Male,Germany,Hamburg,Employed,4.6,51934.02,4327.84,2024-05-24
CUST0000027,Felix,Moreau,1977-08-23,Female,United Kingdom,London,Employed,17.7,59887.87,4990.66,2023-06-26
CUST0000028,Tomasz,Andersson,1979-08-24,Female,Germany,Frankfurt,SELF-EMPLOYED,3.6,20135.21,1677.93,2024-12-11
CUST0000029,Sofia,Jansen,1978-08-24,Male,Poland,Warsaw,Self-employed,1.6,56956.4,4746.37,2020-09-18
CUST0000030,Emma,Moreau,1978-08-24,Female,Poland,Gdansk,SELF-EMPLOYED,7.8,84246.16,7020.51,2023-08-01
CUST0000031,Lucas,Nowak,1954-08-24,Male,Germany,Hamburg,Employed,13.6,48371.42,4030.95,2021-03-04
CUST0000032,Maria,Andersson,1990-08-24,Male,United Kingdom,Manchester,Unemployed,1.0,13042.73,1086.89,2019-11-23
CUST0000033,Diego,Muller,1991-08-24,Female,France,Marseille,Self-employed,2.0,87401.98,7283.5,2023-05-26
CUST0000034,Anna,Garcia,1995-08-24,Female,Poland,,Employed,7.3,57518.44,4793.2,2019-03-01
CUST0000035,Jan,Muller,1975-08-24,Female,Germany,Munich,Employed,8.0,105773.65,8814.47,2019-09-18
CUST0000036,Sofia,Jansen,1968-08-23,Female,Germany,Berlin,Employed,8.7,42243.97,3520.33,2023-01-19
CUST0000037,Maria,Silva,1986-08-24,Female,Poland,Gdansk,Employed,7.4,,5639.67,2025-11-14
CUST0000038,Anna,Novak,1996-08-23,Male,United Kingdom,Manchester,Employed,12.0,37141.81,3095.15,2024-06-21
CUST0000039,Emma,Smith,1996-08-23,Female,Poland,Gdansk,Employed,2.4,20632.97,1719.41,2019-02-13
CUST0000040,Emma,Lopez,1975-08-24,Male,France,Paris,Employed,0.1,,4368.53,2019-11-01
CUST0000041,Maria,Dubois,1974-08-24,Female,Netherlands,Utrecht,Employed,0.9,56584.27,4715.36,2022-04-19
CUST0000042,Nina,Muller,1976-08-23,Female,France,Marseille,Employed,1.9,46702.67,3891.89,2022-04-14
CUST0000043,Elena,Kowalski,1993-08-23,Female,France,Paris,Unemployed,0.7,2935.83,244.65,2019-04-22
CUST0000044,Hugo,Nowak,1981-08-23,Male,Poland,Wroclaw,Employed,5.0,26887.93,2240.66,2020-12-16
CUST0000045,Julia,Smith,1982-08-24,Female,Poland,Poznan,Employed,18.6,64689.17,5390.76,2019-12-21
CUST0000046,Felix,Dubois,1981-08-23,Female,Poland,Krakow,Self-employed,2.2,19096.61,1591.38,2023-05-03
CUST0000047,Marco,Fischer,1972-08-23,Male,Spain,Madrid,Employed,18.4,63557.9,5296.49,2024-01-13
CUST0000048,Emma,Nowak,1981-08-23,Male,Spain,Madrid,Employed,3.0,34037.81,2836.48,2021-12-26
CUST0000049,Anna,Garcia,1974-08-24,Female,Poland,Wroclaw,Employed,5.5,28682.16,2390.18,2023-05-16
CUST0000050,Hugo,Lopez,1983-08-24,Male,Poland,Warsaw,Employed,1.2,43690.32,3640.86,2020-07-16
CUST0000051,Jan,Kowalski,1980-08-23,Female,Poland,Krakow,Employed,16.7,73690.04,6140.84,2025-07-06
CUST0000052,Laura,Dubois,1975-08-24,Female,France,Marseille,Employed,6.1,60667.48,5055.62,2019-01-13
CUST0000053,Nina,Muller,2004-08-23,Male,United Kingdom,London,Employed,4.0,34483.13,2873.59,2022-11-09
CUST0000054,Piotr,Jansen,1988-08-23,Female,United Kingdom,,,14.1,58009.95,4834.16,2021-06-17
CUST0000055,Tomasz,Lopez,1991-08-24,Female,Italy,Milan,Student,0.2,11127.65,927.3,2022-06-13
CUST0000056,Sofia,Garcia,1993-08-23,Male,Poland,Warsaw,Employed,3.4,72040.53,6003.38,2022-12-12
CUST0000057,Emma,Dubois,1988-08-23,Female,United Kingdom,London,Employed,12.4,32969.25,2747.44,2023-12-10
CUST0000058,Julia,Smith,1963-08-24,Male,France,Paris,Employed,6.7,52592.7,4382.72,2026-02-08
CUST0000059,Piotr,Fischer,1996-08-23,Male,Poland,Warsaw,Self-employed,3.3,17318.8,1443.23,2023-04-17
CUST0000060,Nina,Lopez,1970-08-24,Male,Italy,,Self-employed,7.1,33998.73,2833.23,2020-09-27
CUST0000061,Emma,Nowak,2008-08-23,Male,Poland,Warsaw,Self-employed,0.0,110685.52,9223.79,2023-01-03
CUST0000062,Lucas,Smith,1989-08-23,Male,United Kingdom,Manchester,Employed,8.8,91669.65,7639.14,2022-12-01
CUST0000063,Diego,Novak,1982-08-24,Non-binary,United Kingdom,Birmingham,Employed,10.1,30936.86,2578.07,2025-08-12
CUST0000064,Piotr,Kowalski,1976-08-23,Female,Italy,Milan,Unemployed,0.9,3784.79,315.4,2023-05-02
CUST0000065,Lucas,Fischer,1974-08-24,Female,France,Lyon,Employed,15.2,89839.22,7486.6,2025-08-21
CUST0000066,Felix,Garcia,1973-08-23,Male,Poland,Krakow,Student,0.4,24208.0,2017.33,2023-12-19
CUST0000067,Emma,Jansen,1989-08-23,Male,Spain,Valencia,Employed,8.2,102521.33,8543.44,2023-05-17
CUST0000068,Jan,Lopez,1990-08-24,Female,Spain,Madrid,Employed,2.8,44947.26,3745.6,2021-07-06
CUST0000069,Sofia,Silva,1972-08-23,Male,France,Paris,Employed,10.5,45923.76,3826.98,2020-12-16
CUST0000070,Felix,Lopez,1987-08-24,Female,Spain,Valencia,Employed,4.8,77632.35,6469.36,2019-10-05
CUST0000071,Nina,Silva,2002-08-24,Male,Poland,Warsaw,Retired,6.0,36869.64,3072.47,2023-03-12
CUST0000072,Nina,Muller,2000-08-23,Female,France,Paris,Employed,8.0,47941.78,3995.15,2026-01-17
CUST0000073,Sofia,Andersson,1997-08-23,Female,Italy,Rome,Employed,1.6,18151.64,1512.64,2019-02-05
CUST0000074,Diego,Silva,1977-08-23,Female,Poland,Warsaw,Employed,1.1,46555.6,3879.63,2026-04-15
CUST0000075,Emma,Rossi,1982-08-24,Female,Germany,Berlin,Retired,4.4,18191.35,1515.95,2025-07-28
CUST0000076,Nina,Nowak,1974-08-24,Female,Netherlands,Rotterdam,Employed,23.0,70182.03,5848.5,2022-05-08
CUST0000077,Elena,Andersson,1990-08-24,Female,Spain,Barcelona,Student,1.1,16375.71,1364.64,2021-05-25
CUST0000078,Piotr,Silva,1982-08-24,Female,Italy,Rome,Retired,8.6,11920.31,993.36,2023-06-10
CUST0000079,Felix,Novak,1975-08-24,Female,Germany,Frankfurt,Employed,13.3,74210.47,6184.21,2025-07-17
CUST0000080,Laura,Nowak,1988-08-23,Female,Netherlands,Amsterdam,Retired,6.4,18945.87,1578.82,2019-03-23
CUST0000081,Hugo,Jansen,1978-08-24,Female,Poland,Poznan,Retired,7.1,27976.86,2331.41,2022-06-09
CUST0000082,Nina,Fischer,1993-08-23,Female,France,Marseille,Employed,5.5,34983.54,2915.3,2019-05-12
CUST0000083,Maria,Moreau,1989-08-23,Female,Germany,Hamburg,Employed,14.4,49029.17,4085.76,2023-12-04
CUST0000084,Hugo,Lopez,1989-08-23,Female,Spain,Barcelona,Employed,18.8,85950.65,7162.55,2019-08-03
CUST0000085,Piotr,Muller,2001-08-23,Female,Italy,Rome,Self-employed,6.9,55535.37,4627.95,2021-06-03
CUST0000086,Sofia,Muller,1977-08-23,Female,United Kingdom,London,Employed,7.0,50081.93,4173.49,2024-08-25
CUST0000087,Jan,Silva,1991-08-24,Male,United Kingdom,Birmingham,Self-employed,5.8,28774.54,2397.88,2024-10-01
CUST0000088,Maria,Smith,1984-08-23,Non-binary,Germany,Munich,Employed,19.1,30081.92,2506.83,2020-09-26
CUST0000089,Felix,Garcia,1977-08-23,Male,France,Paris,Employed,12.1,90489.16,7540.76,2022-12-03
CUST0000090,Marco,Nowak,1978-08-24,Male,France,Marseille,Employed,2.7,45056.46,3754.7,2020-05-30
CUST0000091,Emma,Muller,1975-08-24,Male,Poland,Poznan,Self-employed,22.6,21001.07,1750.09,2023-07-11
CUST0000092,Lucas,Rossi,1985-08-23,Female,France,Paris,Employed,0.4,76210.93,6350.91,2019-01-24
CUST0000093,Hugo,Novak,1990-08-24,Male,Italy,Rome,Self-employed,17.8,33983.92,2831.99,2025-03-22
CUST0000094,Tomasz,Kowalski,1985-08-23,Male,United Kingdom,London,Employed,13.6,30344.72,2528.73,2019-03-05
CUST0000095,Julia,Nowak,2008-08-23,Male,Spain,Madrid,Employed,0.0,45621.84,3801.82,2023-08-27
CUST0000096,Diego,Garcia,2004-08-23,Male,Germany,,Employed,4.0,61837.55,5153.13,2022-02-06
CUST0000097,Lucas,Moreau,2003-08-24,Female,France,Paris,Retired,5.0,23092.66,1924.39,2020-09-16
CUST0000098,Nina,Lopez,1998-08-24,Male,Poland,Poznan,Full-time,2.8,47570.62,3964.22,2023-02-21
CUST0000099,Elena,Smith,1978-08-24,Male,Germany,Berlin,Self-employed,21.4,33131.21,2760.93,2020-01-31
CUST0000100,Laura,Kowalski,1997-08-23,Female,Germany,Frankfurt,Employed,6.7,31161.69,2596.81,2023-06-06
CUST0000101,Anna,Kowalski,1989-08-23,Male,Poland,Poznan,Self-employed,2.8,84981.13,7081.76,2023-12-06
CUST0000102,Sofia,Moreau,1966-08-24,Female,Poland,Krakow,Employed,20.5,21137.85,1761.49,2022-07-02
CUST0000103,Tomasz,Smith,1989-08-23,Non-binary,United Kingdom,Manchester,Employed,9.4,99565.24,8297.1,2021-10-07
CUST0000104,Lucas,Nowak,1974-08-24,Male,Germany,Berlin,Employed,9.8,58490.68,4874.22,2022-07-07
CUST0000105,Sofia,Fischer,1997-08-23,Female,Germany,Berlin,Employed,11.0,86974.72,7247.89,2026-04-25
CUST0000106,Marco,Jansen,1987-08-24,Male,Poland,Wroclaw,Employed,10.8,78554.97,6546.25,2024-10-04
CUST0000107,Jan,Rossi,1997-08-23,Female,France,Paris,Employed,3.9,64080.2,5340.02,2019-01-17
CUST0000108,Piotr,Smith,1989-08-23,Male,Germany,Hamburg,Employed,10.8,46469.49,3872.46,2021-03-19
CUST0000109,Nina,Garcia,1972-08-23,Male,Germany,,Student,1.4,10223.84,851.99,2019-03-11
CUST0000110,Anna,Lopez,2008-08-23,Male,France,Paris,Employed,0.0,58962.59,4913.55,2020-10-25
CUST0000111,Diego,Fischer,1978-08-24,Male,Poland,Wroclaw,Retired,8.4,15067.82,1255.65,2024-12-14
CUST0000112,Marco,Muller,1981-08-23,Female,Italy,Milan,Employed,13.1,99084.07,8257.01,2025-07-14
CUST0000113,Nina,Novak,1992-08-23,Female,Poland,Poznan,Employed,4.1,51740.84,4311.74,2022-06-30
CUST0000114,Sofia,Muller,2004-08-23,Female,Germany,Berlin,Employed,4.0,110956.27,9246.36,2024-04-09
CUST0000115,Diego,Smith,1983-08-24,Female,Poland,Wroclaw,Employed,5.8,27053.71,2254.48,2021-11-01
CUST0000116,Tomasz,Novak,1991-08-24,Female,France,Marseille,Employed,14.7,28034.87,2336.24,2022-08-24
CUST0000117,Diego,Kowalski,1981-08-23,Female,Poland,Krakow,Retired,6.8,36578.56,3048.21,2025-05-04
CUST0000118,Anna,Novak,1984-08-23,Female,Italy,Turin,Self-employed,22.4,104286.07,8690.51,2021-02-08
CUST0000119,Nina,Garcia,1962-08-24,Female,Germany,Hamburg,Employed,4.6,76032.89,6336.07,2021-06-08
CUST0000120,Sofia,Andersson,1987-08-24,Male,United Kingdom,Manchester,Employed,4.3,35496.36,2958.03,2020-01-17
CUST0000121,Marco,Smith,1998-08-24,Female,Poland,Gdansk,Employed,10.0,124550.68,10379.22,2020-09-01
CUST0000122,Anna,Kowalski,1981-08-23,Male,Poland,Gdansk,Employed,10.1,92675.42,7722.95,2019-04-15
CUST0000123,Felix,Novak,1981-08-23,Female,Germany,Berlin,Employed,17.1,109490.65,9124.22,2025-03-28
CUST0000124,Laura,Garcia,1965-08-23,Female,France,Marseille,Employed,2.1,71054.47,5921.21,2025-07-08
CUST0000125,Felix,Lopez,1972-08-23,Male,Germany,Berlin,Employed,6.7,34778.06,,2022-03-23
CUST0000126,Tomasz,Fischer,1979-08-24,Female,Netherlands,Amsterdam,Employed,8.4,25917.94,2159.83,2023-07-16
CUST0000127,Maria,Muller,1964-08-23,Female,United Kingdom,London,Self-employed,8.0,24561.68,2046.81,2020-11-25
CUST0000128,Marco,Silva,2001-08-23,Male,Netherlands,Rotterdam,Employed,5.9,95254.27,,2019-05-09
CUST0000129,Lucas,Dubois,1993-08-23,Female,Poland,Gdansk,Employed,7.9,27589.0,2299.08,2022-12-11
CUST0000130,Maria,Silva,1997-08-23,Female,Spain,Barcelona,Retired,8.2,27497.33,2291.44,2020-03-18
CUST0000131,Elena,Jansen,1989-08-23,Male,France,Lyon,Student,0.3,6288.15,524.01,2025-06-27
CUST0000132,Felix,Rossi,2003-08-24,Female,France,Paris,Employed,5.0,98066.24,8172.19,2021-02-19
CUST0000133,Tomasz,Andersson,1975-08-24,Male,Netherlands,Rotterdam,Employed,20.7,76306.7,6358.89,2024-08-22
CUST0000134,Tomasz,Garcia,1987-08-24,Female,United Kingdom,Manchester,Unemployed,1.3,9758.03,,2021-01-04
CUST0000135,Hugo,Moreau,2005-08-23,Male,Italy,Milan,Employed,3.0,47881.71,3990.14,2019-12-20
CUST0000136,Laura,Lopez,1998-08-24,Male,United Kingdom,London,Employed,6.3,61433.55,5119.46,2023-03-12
CUST0000137,Jan,Muller,1980-08-23,Male,Poland,Krakow,Employed,8.4,63261.76,5271.81,2020-05-27
CUST0000138,Julia,Novak,1972-08-23,Male,United Kingdom,Birmingham,Employed,9.0,48055.97,4004.66,2022-01-20
CUST0000139,Nina,Lopez,1956-08-23,Female,Germany,Hamburg,Student,0.5,6368.91,530.74,2021-03-30
CUST0000140,Nina,Nowak,1943-08-24,Male,Italy,Milan,Self-employed,13.8,83553.97,6962.83,2025-09-30
CUST0000141,Tomasz,Novak,1978-08-24,Female,Spain,Madrid,Student,0.6,11819.18,984.93,2022-11-05
CUST0000142,Elena,Lopez,1998-08-24,Male,Poland,Poznan,Self-employed,10.0,75562.84,6296.9,2024-07-02
CUST0000143,Tomasz,Garcia,2008-08-23,Male,Poland,Wroclaw,Employed,0.0,87355.82,7279.65,2023-07-03
CUST0000144,Emma,Silva,1980-08-23,Female,Poland,Krakow,Self-employed,14.0,23828.88,1985.74,2025-12-18
CUST0000145,Lucas,Fischer,1995-08-24,Male,Germany,Hamburg,self employed,11.3,47429.26,3952.44,2022-05-12
CUST0000146,Hugo,Rossi,1990-08-24,Female,Poland,Warsaw,Employed,2.1,87915.13,7326.26,2025-08-06
CUST0000147,Elena,Garcia,1993-08-23,Male,United Kingdom,Manchester,Employed,15.0,58929.38,4910.78,2025-11-13
CUST0000148,Piotr,Dubois,1986-08-24,Male,France,Marseille,Employed,3.6,38650.92,3220.91,2026-01-17
CUST0000149,Sofia,Rossi,1969-08-23,Female,Spain,Barcelona,Employed,4.6,86892.79,7241.07,2024-04-27
CUST0000150,Laura,Novak,1896-09-10,Male,Poland,Warsaw,Employed,4.9,21532.49,1794.37,2026-06-30
CUST0000151,Nina,Dubois,1986-08-24,Male,France,Paris,Employed,1.4,58647.14,4887.26,2024-09-12
CUST0000152,Emma,Dubois,1998-08-24,Female,Poland,Warsaw,Employed,7.9,70658.42,5888.2,2021-05-20
CUST0000153,Laura,Lopez,2007-08-24,Male,Italy,Milan,Employed,1.0,34234.83,2852.9,2020-03-14
CUST0000154,Anna,Silva,1991-08-24,Female,Poland,Krakow,Employed,17.0,84537.45,7044.79,2020-08-08
CUST0000155,Sofia,Lopez,1985-08-23,Male,Poland,Warsaw,employed,5.9,50271.79,4189.32,2023-05-22
CUST0000156,Felix,Andersson,1959-08-24,Female,Poland,Poznan,Employed,6.8,40763.81,3396.98,2020-04-06
CUST0000157,Tomasz,Moreau,1982-08-24,Male,Spain,Madrid,Student,1.3,9793.35,816.11,2020-10-25
CUST0000158,Diego,Muller,2034-07-17,Male,Poland,Krakow,Employed,6.1,76322.42,6360.2,2023-10-21
CUST0000159,Piotr,Lopez,1991-08-24,Female,France,Marseille,Employed,15.5,35139.08,2928.26,2021-07-18
CUST0000160,Sofia,Lopez,2001-08-23,Female,Spain,Madrid,Employed,6.5,-73643.58,6136.96,2024-03-16
CUST0000161,Felix,Kowalski,1998-08-24,Male,Spain,Madrid,,3.1,28353.15,2362.76,2026-08-17
CUST0000162,Felix,Rossi,1994-08-24,Male,Poland,Krakow,Self-employed,8.1,60708.4,5059.03,2019-09-03
CUST0000163,Elena,Dubois,1954-08-24,Female,Poland,Wroclaw,Employed,1.7,21231.22,1769.27,2023-11-26
CUST0000164,Marco,Dubois,1995-08-24,Female,Germany,Berlin,Employed,8.0,58449.2,4870.77,2025-04-12
CUST0000165,Nina,Novak,1972-08-23,Female,Poland,Gdansk,Self-employed,9.2,54640.56,4553.38,2020-01-27
CUST0000166,Lucas,Andersson,1997-08-23,Non-binary,United Kingdom,London,Retired,3.6,28797.38,2399.78,2024-12-27
CUST0000167,Diego,Muller,1971-08-24,Female,Germany,Frankfurt,Employed,8.9,53243.48,4436.96,2022-11-18
CUST0000168,Diego,Silva,1979-08-24,Male,Germany,Hamburg,Employed,5.5,40369.3,3364.11,2023-10-22
CUST0000169,Emma,Lopez,1986-08-24,Female,Poland,Warsaw,Employed,3.5,58512.76,4876.06,2019-05-24
CUST0000170,Sofia,Smith,1985-08-23,Male,France,Paris,Employed,1.5,47118.71,3926.56,2022-05-01
CUST0000171,Felix,Moreau,1993-08-23,Female,Poland,Warsaw,Self-employed,1.9,15083.97,1257.0,2021-10-21
CUST0000172,Lucas,Andersson,1978-08-24,Female,United Kingdom,London,Student,1.4,6797.9,566.49,2020-03-05
CUST0000173,Emma,Moreau,1990-08-24,Male,Poland,,Student,0.6,13732.11,1144.34,2024-10-31
CUST0000174,Laura,Moreau,2001-08-23,Male,Netherlands,Rotterdam,Unemployed,0.6,6299.04,524.92,2022-11-13
CUST0000175,Elena,Kowalski,2002-08-24,Female,United Kingdom,London,Employed,5.9,79162.15,6596.85,2025-09-18
CUST0000176,Maria,Fischer,1982-08-24,Female,Poland,Poznan,Student,0.4,9212.88,767.74,2020-03-20
CUST0000177,Felix,Muller,1962-08-24,Female,Poland,Krakow,Employed,3.5,62857.22,5238.1,2024-08-03
CUST0000178,Emma,Fischer,1982-08-24,Female,Poland,Krakow,Employed,7.2,62231.34,5185.94,2023-08-17
CUST0000179,Anna,Fischer,1986-08-24,Female,Poland,Krakow,Self-employed,4.5,51210.67,4267.56,2023-12-24
CUST0000180,Sofia,Garcia,1980-08-23,Male,Poland,Krakow,Employed,13.9,61801.86,5150.16,2021-05-15
CUST0000181,Lucas,Kowalski,1966-08-24,Female,Italy,Turin,Unemployed,0.1,6526.65,543.89,2024-04-13
CUST0000182,Laura,Dubois,1981-08-23,Male,France,Paris,Student,0.6,13773.02,1147.75,2020-11-21
CUST0000183,Tomasz,Rossi,1990-08-24,Female,Poland,Krakow,Unemployed,0.0,10527.87,877.32,2024-10-30
CUST0000184,Maria,Jansen,1969-08-23,Female,France,Marseille,Unemployed,0.5,3896.23,324.69,2022-05-16
CUST0000185,Lucas,Nowak,1978-08-24,Male,Poland,Poznan,Employed,6.0,41727.48,3477.29,2022-09-01
CUST0000186,Piotr,Kowalski,1962-08-24,Female,Netherlands,Amsterdam,Employed,3.0,43554.03,3629.5,2023-06-10
CUST0000187,Sofia,Smith,1981-08-23,Male,Poland,Gdansk,Unemployed,1.3,4567.84,380.65,2019-08-24
CUST0000188,Hugo,Novak,2001-08-23,Female,United Kingdom,London,Employed,1.8,54233.11,4519.43,2021-10-23
CUST0000189,Nina,Rossi,2003-08-24,Male,Spain,Madrid,Retired,5.0,15996.35,1333.03,2020-07-21
CUST0000190,Maria,Rossi,1961-08-23,Male,Poland,Wroclaw,Employed,14.0,50877.37,4239.78,2026-05-15
CUST0000191,Tomasz,Muller,1960-08-23,Male,Poland,Poznan,Employed,8.5,83062.32,6921.86,2022-03-23
CUST0000192,Emma,Garcia,1987-08-24,Female,Germany,Berlin,Employed,1.6,50720.16,4226.68,2019-01-17
CUST0000193,Marco,Rossi,1989-08-23,Female,Italy,Turin,Self-employed,6.9,72744.86,6062.07,2019-03-14
CUST0000194,Hugo,Garcia,1964-08-23,Female,France,Paris,Unemployed,0.9,4251.48,354.29,2025-12-24
CUST0000195,Piotr,Rossi,1999-08-24,Male,United Kingdom,Birmingham,Student,0.4,5548.24,462.35,2020-03-13
CUST0000196,Nina,Garcia,1997-08-23,Female,Spain,Madrid,Employed,8.5,60988.6,5082.38,2019-01-02
CUST0000197,Emma,Andersson,1975-08-24,Female,Spain,Barcelona,Employed,5.3,28042.38,2336.87,2020-08-15
CUST0000198,Jan,Rossi,1990-08-24,Female,Germany,Hamburg,Employed,9.9,78394.86,6532.9,2020-08-28
CUST0000199,Nina,Novak,1984-08-23,Female,France,Paris,Employed,3.4,38882.45,3240.2,2019-08-12
CUST0000200,Diego,Silva,1986-08-24,Female,United Kingdom,Manchester,Employed,0.1,31009.26,2584.1,2026-08-14
CUST0000201,Tomasz,Silva,1979-08-24,Female,Poland,Poznan,Employed,2.3,98036.38,8169.7,2019-06-15
CUST0000202,Hugo,Silva,1964-08-23,Female,Italy,Milan,Employed,4.6,67301.02,5608.42,2024-07-26
CUST0000203,Maria,Moreau,1983-08-24,Male,Poland,Krakow,Employed,6.4,76985.46,6415.46,2025-05-26
CUST0000204,Marco,Garcia,1975-08-24,Female,Poland,Poznan,Self-employed,4.8,131667.83,10972.32,2023-12-06
CUST0000205,Marco,Lopez,2008-08-23,Female,Spain,Valencia,Unemployed,0.5,4979.03,414.92,2020-01-05
CUST0000206,Nina,Muller,1985-08-23,Male,Poland,Krakow,Employed,14.1,66287.05,5523.92,2024-07-20
CUST0000207,Marco,Nowak,1996-08-23,Male,Poland,Poznan,Employed,2.7,47404.62,3950.38,2021-07-09
CUST0000208,Hugo,Fischer,2001-08-23,Female,Poland,Gdansk,Self-employed,7.0,31174.7,2597.89,2022-02-14
CUST0000209,Sofia,Moreau,1996-08-23,Male,France,Marseille,Unemployed,1.3,12697.6,1058.13,2020-12-03
CUST0000210,Tomasz,Nowak,1989-08-23,Male,Italy,Turin,Unemployed,1.2,2382.37,198.53,2024-12-30
CUST0000211,Piotr,Silva,1971-08-24,Male,Poland,Poznan,Employed,8.3,46224.15,3852.01,2023-06-08
CUST0000212,Julia,Jansen,2003-08-24,Male,Poland,Gdansk,Employed,5.0,69910.61,5825.88,2020-03-08
CUST0000213,Jan,Garcia,1984-08-23,Male,Germany,Munich,Retired,2.6,27377.71,2281.48,2022-02-12
CUST0000214,Hugo,Jansen,1991-08-24,Female,Netherlands,Utrecht,Employed,17.0,90365.52,7530.46,2025-01-26
CUST0000215,Anna,Andersson,1989-08-23,Female,Poland,,Employed,2.9,47997.61,3999.8,2026-03-03
CUST0000216,Felix,Silva,1970-08-24,Male,Netherlands,Rotterdam,Student,0.2,14864.24,1238.69,2026-03-09
CUST0000217,Diego,Jansen,1976-08-23,Non-binary,Italy,Turin,Employed,2.0,116917.86,9743.16,2020-01-12
CUST0000218,Tomasz,Moreau,1965-08-23,Female,Poland,Krakow,Self-employed,25.3,37880.61,3156.72,2025-07-23
CUST0000219,Elena,Garcia,1986-08-24,Female,Spain,Valencia,Retired,9.3,36038.54,3003.21,2023-05-01
CUST0000220,Nina,Silva,1994-08-24,Male,United Kingdom,Manchester,Employed,9.4,48335.58,4027.96,2024-08-27
CUST0000221,Maria,Rossi,1987-08-24,Female,France,Paris,Self-employed,3.2,40544.4,3378.7,2021-12-13
CUST0000222,Hugo,Lopez,1981-08-23,Male,Germany,Berlin,Employed,0.5,26861.79,2238.48,2023-12-25
CUST0000223,Emma,Garcia,1982-08-24,Male,Spain,Barcelona,Retired,5.0,37560.49,3130.04,2020-12-22
CUST0000224,Diego,Moreau,1999-08-24,Male,Spain,Barcelona,,4.2,32189.42,2682.45,2022-12-26
CUST0000225,Diego,Silva,1983-08-24,Male,Spain,Barcelona,Retired,1.0,29008.81,2417.4,2020-09-22
CUST0000226,Felix,Garcia,1981-08-23,Male,Netherlands,Amsterdam,Employed,5.2,24504.45,2042.04,2022-01-08
CUST0000227,Lucas,Novak,1949-08-23,Male,Germany,Munich,,7.0,58184.06,4848.67,2022-02-13
CUST0000228,Piotr,Garcia,1958-08-24,Male,Spain,Madrid,Retired,9.8,14345.65,1195.47,2025-08-14
CUST0000229,Maria,Garcia,1996-08-23,Male,Italy,Rome,Self-employed,0.6,48216.73,4018.06,2023-10-21
